address,bank,body,amount
AD-KOTAKB-S,Kotak Mahindra Bank,"Dear Customer, INR339.03 purchase from Kotak Mahindra Bank A/c XX8494 via NETBANK on 17/06/2025. Ref 425183550432.",339.03
BP-YESBNK,YES Bank,"INR2,1,607.14 purchase from YES Bank A/c **4063 via NETBANK on 25/08/2025. Ref 124606925451. Bal INR 5,6,317.63.",21607.14
VM-IDFCUPI-I,IDFC FIRST Bank,"Rs.1,819.93 CR to your IDFC FIRST Bank A/c XX*5488 on 12/07/2025. Ref 153302521147.",1819.93
VK-SBIINB-T,State Bank of India,"INR3,3,326.18 added to State Bank of India A/c **8304 on 25-08-25 via IMPS. Ref 318259251362.",33326.18
AD-BOBMSG-I,Bank of Baroda,"ATM cash paid: ₹80.33 from A/c **4275 on 10-Jul-2025. Ref 539676136595. Bal ₹ 15,0,731.15.",80.33
VK-PNBUPI-I,Punjab National Bank,"Rs.2,260.05 received to Punjab National Bank A/c XX7176 on 11/08/2025 via IMPS. Ref 128300519937. Avail bal Rs.2,3,351.05.",2260.05
VK-SBIINB-S,State Bank of India,"ATM cash spent: INR4,794.95 from A/c XX*9042 on 18-07-25. Ref 6VMDNHQNJVDP.",4794.95
VK-INDUSUPI-S,IndusInd Bank,"Credited alert! INR2,6,773.02 credited to your IndusInd Bank A/c xxxx3919 on 30-07-25 via UPI from VPA irctc@oksbi (Ref 448692540224).",26773.02
VK-INDUSUPI-T,IndusInd Bank,"₹1,722.00 added to your IndusInd Bank A/c XX5518 on 20/07/2025. Ref RL481XLAXH.",1722
JD-IDFCFB-S,IDFC FIRST Bank,Rs.409.46 CR to IDFC FIRST Bank A/c xxxx5354 on 01/06/2025 via NEFT. Ref 2K1D1GNT9ZSUV41.,409.46
AD-BOBMSG-I,Bank of Baroda,"Dear Customer, Txn alert: INR4,7,050.01 paid on Card linked to Bank of Baroda A/c **6270 at VI Prepaid on 15-07-25. Ref VEL08KKLSEAUZVM.",47050.01
AD-AXISBK-I,Axis Bank,"AXIS Alert: Rs.3,173.22 CR to Axis Bank A/c XX*9497 on 02-07-25 via NEFT. Ref 808883800064.",3173.22
TM-SBIINB-I,State Bank of India,"Rs.2,0,833.54 debited from State Bank of India A/c **9973 via IMPS on 07-Jun-2025. Ref 937636093889.",20833.54
AD-PNBSMS-T,Punjab National Bank,"INR2,745.04 spent from Punjab National Bank A/c **1149 via CHEQUE on 21-07-25. Ref 06GKABCZLZM. Avl bal: INR 5,6,716.83.",2745.04
VK-INDUSUPI-T,IndusInd Bank,"₹4,6,695.43 CR to IndusInd Bank A/c XX7746 on 28-Aug-2025 via NEFT. Ref 385194985079.",46695.43
MD-PNBSMS,Punjab National Bank,PNB Alert: Rs.289.24 added to your Punjab National Bank A/c XX3477 on 07-Jun-2025. Ref 742833873064.,289.24
MD-PNBSMS-T,Punjab National Bank,"₹1,1,277.87 paid from Punjab National Bank A/c **3044 via CHEQUE on 30/06/2025. Ref 767533226302.",11277.87
AD-HDFCBK,HDFC Bank,"₹2,231.45 CR to your HDFC Bank A/c **9669 on 20-Aug-2025. Ref 7YE511MKFAZZ81SD. Avl bal: ₹ 15,2,620.90.",2231.45
AD-SBIUPI-T,State Bank of India,"Added alert! INR487.43 added to your State Bank of India A/c XX5960 on 11/07/2025 via UPI from VPA jiomart@idfcbank (Ref 112HXRJM4T8BP6N). Bal INR 11,1,554.98.",487.43
AD-INDUSB,IndusInd Bank,"Rs.4,818.93 CR to your IndusInd Bank A/c **7542 on 03-Jun-2025. Ref V0HXEF73GG. Avail bal Rs.12,2,540.98.",4818.93
VK-KOTAKB-I,Kotak Mahindra Bank,INR425.92 DR from Kotak Mahindra Bank A/c XX*8877 via UPI to HP Fuel (hpfuel@ybl) on 14/07/2025. Ref W3UQHWTEK17.,425.92
VK-AXISUPI,Axis Bank,Rs.389.08 CR to your Axis Bank A/c xxxx3960 on 11-07-25. Ref 978094178948.,389.08
VK-INDUSUPI-I,IndusInd Bank,"Rs.1,665.25 added to your IndusInd Bank A/c XX*2664 on 19-Jun-2025. Ref R3OW37GJNXI5P2Q. Bal Rs. 11,9,960.04.",1665.25
AD-BOBMSG,Bank of Baroda,₹664.27 paid from Bank of Baroda A/c XX*5374 via UPI to Amazon (amazon@sbi) on 04/06/2025. Ref 332983280355.,664.27
VK-BOBUPI,Bank of Baroda,"Dear Customer, INR227.49 credited to your Bank of Baroda A/c XX*7715 on 07/06/2025. Ref 477492643283. Bal INR 9,5,704.20.",227.49
VK-ICICIB-S,ICICI Bank,"Dear Customer, INR1,448.39 paid from ICICI Bank A/c **6924 via UPI to Airtel (airtel@upi) on 05-Jul-2025. Ref 358826965774.",1448.39
VK-YESUPI-I,YES Bank,"YES Alert: INR342.08 credited to YES Bank A/c XX*4720 on 30-07-25 via IMPS. Ref 612815827483. Avail bal INR1,0,743.58.",342.08
VK-KOTAKB-I,Kotak Mahindra Bank,"KOTAK Alert: INR425.24 purchase from Kotak Mahindra Bank A/c XX*3168 via UPI to JioMart (jiomart@oksbi) on 28-Jul-2025. Ref EZIKM3MVDZC7. Avail bal INR9,5,682.66.",425.24
BZ-HDFCBK-I,HDFC Bank,"Received alert! INR499.81 received to your HDFC Bank A/c XX*3870 on 14-Aug-2025 via UPI from VPA phonepe@ybl (Ref 298763169017). Bal INR 8,1,965.44.",499.81
AD-IDFCFB-I,IDFC FIRST Bank,"Tx Alert: Rs.3,097.87 purchase from IDFC FIRST Bank A/c xxxx7663 via CHEQUE on 06-Jul-2025. Ref 220273709931.",3097.87
VM-ICICIB,ICICI Bank,"Rs.9,677.71 paid from ICICI Bank A/c XX*4902 via NETBANK on 06-07-25. Ref 258900730136.",9677.71
TM-SBIINB-T,State Bank of India,"Tx Alert: INR2,707.64 paid from State Bank of India A/c XX*5979 via NETBANK on 04-06-25. Ref 346803646363.",2707.64
BP-YESBNK-T,YES Bank,"YES Alert: Txn alert: ₹3,4,628.22 DR on Card linked to YES Bank A/c XX4014 at DMart on 24-07-25. Ref 8OR9F5IV86Z.",34628.22
VK-AXISUPI,Axis Bank,Rs.218.86 added to your Axis Bank A/c **3945 on 12-Aug-2025. Ref 822321917903.,218.86
VK-PNBUPI-I,Punjab National Bank,"₹1,681.30 added to Punjab National Bank A/c XX*7834 on 21-Jul-2025 via NEFT. Ref 558575008646. Avail bal ₹16,2,249.51.",1681.3
AD-INDUSB-S,IndusInd Bank,"₹4,435.97 added to your IndusInd Bank A/c **4627 on 07-Aug-2025. Ref C6WO7V1IZ4JQI55J. Bal ₹ 1,0,024.97.",4435.97
VM-ICICIB-S,ICICI Bank,"Dear Customer, Txn alert: INR3,7,445.16 debited on Card linked to ICICI Bank A/c XX*9830 at Croma on 10-Aug-2025. Ref 648395272101. Avl bal: INR 6,4,743.80.",37445.16
BP-YESBNK,YES Bank,"Rs.543.40 credited to your YES Bank A/c xxxx2153 on 20-Aug-2025. Ref 606673468321. Avl bal: Rs. 2,8,173.63.",543.4
JD-IDFCFB-I,IDFC FIRST Bank,ATM cash purchase: Rs.341.25 from A/c XX*3767 on 08/07/2025. Ref 194993815260.,341.25
AD-PNBSMS-T,Punjab National Bank,"₹129.16 added to your Punjab National Bank A/c XX5863 on 13-06-25. Ref 557229671887. Avail bal ₹5,9,456.56.",129.16
BZ-HDFCBK-I,HDFC Bank,"₹4,393.88 received to your HDFC Bank A/c xxxx6123 on 26/08/2025. Ref 9Q5RDOQIVBKV4.",4393.88
VK-YESUPI-T,YES Bank,"INR1,189.99 added to your YES Bank A/c **8206 on 18/08/2025. Ref 199627496988. Avail bal INR6,0,930.60.",1189.99
VK-ICICIB-T,ICICI Bank,"Txn alert: ₹4,857.99 DR on Card linked to ICICI Bank A/c xxxx5314 at Airtel on 15-08-25. Ref 501057683199.",4857.99
VK-ICICIB,ICICI Bank,"INR4,7,695.46 received to your ICICI Bank A/c XX7415 on 21-08-25. Ref 343144030638. Bal INR 1,6,022.42.",47695.46
VK-ICICIB-I,ICICI Bank,"Rs.7,623.50 added to your ICICI Bank A/c XX5355 on 29-07-25. Ref K88D0TGSIWG0ODWM. Avail bal Rs.10,1,186.21.",7623.5
BZ-BOBMSG-T,Bank of Baroda,"BOB Alert: ATM cash DR: INR4,162.74 from A/c XX9337 on 11/06/2025. Ref 914087896954.",4162.74
AD-HDFCBK-I,HDFC Bank,"INR555.19 spent from HDFC Bank A/c **8216 via CHEQUE on 01-08-25. Ref 375098568281. Avl bal: INR 12,6,074.42.",555.19
VK-AXISUPI,Axis Bank,"Rs.4,2,284.75 credited to your Axis Bank A/c xxxx8030 on 10/08/2025. Ref 9G6SPD2SW24WJ. Avail bal Rs.8,7,765.50.",42284.75
VK-BOBUPI-T,Bank of Baroda,Rs.413.76 debited from Bank of Baroda A/c XX6855 via NETBANK on 12-07-25. Ref 380688569158.,413.76
JD-IDFCFB-T,IDFC FIRST Bank,"Txn alert: INR4,333.04 DR on Card linked to IDFC FIRST Bank A/c XX*9739 at Amazon on 23-Jun-2025. Ref 19ARSOZ9E5.",4333.04
AD-IDFCFB,IDFC FIRST Bank,Rs.378.14 credited to your IDFC FIRST Bank A/c XX3838 on 25/08/2025. Ref 1R3YQS5PYYZ5.,378.14
VM-IDFCUPI-T,IDFC FIRST Bank,"Txn alert: Rs.1,296.24 spent on Card linked to IDFC FIRST Bank A/c XX*8865 at Google Play Store on 20/08/2025. Ref 715740201331. Avl bal: Rs. 11,4,458.15.",1296.24
VM-HDFCBK-I,HDFC Bank,"Txn alert: Rs.2,0,503.17 DR on Card linked to HDFC Bank A/c xxxx3981 at IRCTC on 20-06-25. Ref 667468951032.",20503.17
VM-INDUSB-S,IndusInd Bank,"INR4,811.92 added to your IndusInd Bank A/c xxxx9685 on 30-06-25. Ref RFT5P0Q2VC. Avl bal: INR 11,0,728.70.",4811.92
AD-IDFCFB-S,IDFC FIRST Bank,"Tx Alert: Rs.1,6,917.41 added to your IDFC FIRST Bank A/c XX8033 on 20/06/2025. Ref 441500153820.",16917.41
AD-AXISBK,Axis Bank,"Dear Customer, Rs.489.43 paid from Axis Bank A/c xxxx6595 via NEFT on 30-07-25. Ref YQY4UMKLD56R7WY.",489.43
BP-YESBNK,YES Bank,YES Alert: INR246.73 added to your YES Bank A/c XX6920 on 14-Jun-2025. Ref 405244528227.,246.73
BZ-BOBMSG-I,Bank of Baroda,"ATM cash purchase: INR4,598.52 from A/c xxxx9091 on 11-Jun-2025. Ref 621145983429.",4598.52
VK-SBIINB,State Bank of India,"Rs.3,560.78 paid from State Bank of India A/c XX9474 via NETBANK on 10-06-25. Ref B7TLOM539IY. Avl bal: Rs. 12,5,385.94.",3560.78
VK-ICICIB-I,ICICI Bank,"INR3,382.61 DR from ICICI Bank A/c XX7631 via IMPS on 11-Jul-2025. Ref 350583963423.",3382.61
VK-SBIINB,State Bank of India,"SBI Alert: INR3,214.24 credited to your State Bank of India A/c **9379 on 16/06/2025. Ref 217916758340.",3214.24
VK-AXISUPI-T,Axis Bank,"Dear Customer, Rs.413.80 debited from Axis Bank A/c XX2824 via NETBANK on 15/06/2025. Ref 916851911681.",413.8
AD-SBIUPI,State Bank of India,"Dear Customer, Rs.3,7,110.38 received to your State Bank of India A/c XX*3131 on 13-08-25. Ref Q5EGVLKDNON4.",37110.38
VK-ICICIB-T,ICICI Bank,"Txn alert: ₹3,003.64 paid on Card linked to ICICI Bank A/c XX*9514 at Uber on 12/08/2025. Ref 2WSPOFV177.",3003.64
BP-YESBNK-T,YES Bank,"₹3,818.44 received to your YES Bank A/c XX9071 on 14-08-25. Ref 3X9AGE9NY3MUB6LB.",3818.44
TM-SBIINB-T,State Bank of India,"Dear Customer, Rs.3,276.24 purchase from State Bank of India A/c **4004 via IMPS on 12-Jul-2025. Ref QBRMQG1VED32.",3276.24
VM-IDFCUPI,IDFC FIRST Bank,"Rs.4,3,985.96 added to IDFC FIRST Bank A/c XX6183 on 03/06/2025 via IMPS. Ref 904011674754. Bal Rs. 16,3,208.28.",43985.96
AD-YESBNK,YES Bank,"YES Alert: Rs.2,356.89 received to your YES Bank A/c XX7562 on 21-Jul-2025. Ref 970339984156. Bal Rs. 2,3,492.20.",2356.89
TM-SBIINB-I,State Bank of India,INR204.28 paid from State Bank of India A/c XX*9125 via UPI to Amazon (amazon@okaxis) on 31-07-25. Ref X0GU4BJ3BQR.,204.28
AD-HDFCBK,HDFC Bank,"₹3,8,118.27 spent from HDFC Bank A/c **2389 via CHEQUE on 13-07-25. Ref 781323293047. Avl bal: ₹ 4,0,226.42.",38118.27
AD-HDFCBK-I,HDFC Bank,"Rs.3,410.18 received to your HDFC Bank A/c xxxx2514 on 17-08-25. Ref 840354299038.",3410.18
BP-KOTAKUPI-S,Kotak Mahindra Bank,"Txn alert: ₹3,794.67 spent on Card linked to Kotak Mahindra Bank A/c xxxx5095 at Big Bazaar on 12-06-25. Ref 853646130026.",3794.67
VK-PNBUPI-I,Punjab National Bank,₹82.45 received to your Punjab National Bank A/c XX*6425 on 17-06-25. Ref 138478465934.,82.45
AD-KOTAKB,Kotak Mahindra Bank,"INR431.27 credited to Kotak Mahindra Bank A/c **8051 on 22-07-25 via IMPS. Ref 384260548113. Bal INR 15,0,487.17.",431.27
TM-SBIINB-T,State Bank of India,₹50.94 added to your State Bank of India A/c XX*7841 on 14/07/2025. Ref 596351176830.,50.94
AD-HDFCBK-I,HDFC Bank,"Rs.8,689.25 DR from HDFC Bank A/c **9565 via NEFT on 13-Jun-2025. Ref YLJEXQ77AWU. Avl bal: Rs. 7,0,127.26.",8689.25
VM-IDFCUPI-S,IDFC FIRST Bank,"₹4,150.23 credited to your IDFC FIRST Bank A/c **7003 on 17-07-25. Ref 3MKR4L2E4F.",4150.23
AD-BOBMSG-S,Bank of Baroda,ATM cash DR: Rs.454.97 from A/c xxxx8532 on 17/07/2025. Ref 672898650275.,454.97
VM-IDFCUPI-S,IDFC FIRST Bank,"Rs.4,3,980.47 received to your IDFC FIRST Bank A/c xxxx2572 on 21-06-25. Ref 627224384326.",43980.47
MD-PNBSMS-I,Punjab National Bank,"₹3,4,558.80 credited to your Punjab National Bank A/c XX5812 on 23-07-25. Ref LXX08DW54I3. Avl bal: ₹ 6,2,053.96.",34558.8
AD-YESBNK,YES Bank,"YES Alert: ₹346.05 CR to your YES Bank A/c XX2545 on 31/07/2025. Ref 144998273972. Avail bal ₹11,8,375.34.",346.05
VK-ICICIB-I,ICICI Bank,"₹477.66 DR from ICICI Bank A/c **8445 via CHEQUE on 31/07/2025. Ref 759791836498. Avail bal ₹15,1,984.33.",477.66
JD-IDFCFB-T,IDFC FIRST Bank,Txn alert: ₹445.18 purchase on Card linked to IDFC FIRST Bank A/c xxxx2676 at PhonePe on 13/08/2025. Ref 286486911894.,445.18
VM-IDFCUPI-S,IDFC FIRST Bank,INR499.19 paid from IDFC FIRST Bank A/c **8171 via IMPS on 27/08/2025. Ref M8A41ZBLM576M2.,499.19
VM-INDUSB,IndusInd Bank,"INR2,880.92 CR to your IndusInd Bank A/c XX6054 on 05-07-25. Ref 436957828191.",2880.92
AD-YESBNK-S,YES Bank,"₹2,867.39 added to your YES Bank A/c XX3271 on 21-Jun-2025. Ref 387128852093. Bal ₹ 4,5,146.49.",2867.39
VK-INDUSUPI,IndusInd Bank,"₹179.09 purchase from IndusInd Bank A/c XX*1996 via UPI to Paytm (paytm@okaxis) on 17-Jun-2025. Ref BPADUSQB00G. Avl bal: ₹ 1,8,369.47.",179.09
VM-HDFCBK,HDFC Bank,"INR3,891.90 spent from HDFC Bank A/c **1187 via NETBANK on 29/07/2025. Ref IYQFY751YW7NH8R.",3891.9
JD-IDFCFB-I,IDFC FIRST Bank,Txn alert: Rs.178.50 purchase on Card linked to IDFC FIRST Bank A/c **6440 at Airtel on 24-Jun-2025. Ref 477161547870.,178.5
VK-PNBUPI-I,Punjab National Bank,"₹1,3,561.62 credited to your Punjab National Bank A/c **8531 on 11-07-25. Ref A1IOPRA5A5PMLQHD. Avl bal: ₹ 11,7,877.93.",13561.62
AX-AXISBK,Axis Bank,"Rs.5,609.84 CR to your Axis Bank A/c xxxx1716 on 19-Jun-2025. Ref 392416816259.",5609.84
JD-IDFCFB-S,IDFC FIRST Bank,"Dear Customer, INR6,705.40 purchase from IDFC FIRST Bank A/c XX*5876 via UPI to Reliance Trends (reliancetr@idfcbank) on 13-06-25. Ref 2TRICQPEOV0D6.",6705.4
VK-KOTAKB-I,Kotak Mahindra Bank,"Tx Alert: ₹1,960.74 CR to Kotak Mahindra Bank A/c XX*8547 on 22-Jul-2025 via NEFT. Ref TRUML3F4RTGO.",1960.74
VK-PNBUPI,Punjab National Bank,"₹8,004.60 debited from Punjab National Bank A/c XX*5162 via IMPS on 13-Jun-2025. Ref 6DZGG3ETIVM.",8004.6
VK-YESUPI-S,YES Bank,"Received alert! ₹3,408.48 received to your YES Bank A/c **1565 on 06-06-25 via UPI from VPA tatasky@ybl (Ref 726019363643). Avail bal ₹18,5,426.27.",3408.48
AD-YESBNK-S,YES Bank,"Rs.1,4,919.69 received to your YES Bank A/c **5370 on 05-07-25. Ref AV1G8NTAFUW.",14919.69
BP-YESBNK-S,YES Bank,"ATM cash spent: INR1,284.59 from A/c **3626 on 27/07/2025. Ref 2FQZTIO4M7PP0. Avail bal INR8,0,077.17.",1284.59
VM-INDUSB-S,IndusInd Bank,"₹404.74 credited to your IndusInd Bank A/c **1752 on 08/07/2025. Ref YD52MH68NDJU39X6. Avl bal: ₹ 9,6,230.55.",404.74
VM-INDUSB,IndusInd Bank,"ATM cash paid: ₹412.21 from A/c xxxx6307 on 28/07/2025. Ref 131830500053. Bal ₹ 17,8,168.87.",412.21
AD-PNBSMS-S,Punjab National Bank,"PNB Alert: Rs.2,396.00 paid from Punjab National Bank A/c XX9074 via CHEQUE on 05-06-25. Ref 464834640386.",2396
VK-KOTAKB-I,Kotak Mahindra Bank,"Txn alert: Rs.4,447.39 spent on Card linked to Kotak Mahindra Bank A/c xxxx4130 at Big Bazaar on 07/07/2025. Ref 874723239289. Bal Rs. 16,7,137.42.",4447.39
AD-AXISBK,Axis Bank,"AXIS Alert: Rs.172.32 spent from Axis Bank A/c XX*4471 via IMPS on 18/07/2025. Ref O39VCYRXONB. Bal Rs. 1,6,022.81.",172.32
AX-AXISBK-S,Axis Bank,"ATM cash DR: Rs.2,4,037.31 from A/c xxxx1001 on 24/08/2025. Ref 425484655452.",24037.31
AD-AXISBK-S,Axis Bank,AXIS Alert: ₹412.53 paid from Axis Bank A/c xxxx1000 via UPI to DMart (dmart@ybl) on 01/07/2025. Ref SIDASO7KRG.,412.53
AD-HDFCBK,HDFC Bank,"Txn alert: INR1,2,763.74 debited on Card linked to HDFC Bank A/c XX5873 at DMart on 23-06-25. Ref EKGYSPENGWYX.",12763.74
AD-HDFCBK-I,HDFC Bank,"Txn alert: INR4,610.69 DR on Card linked to HDFC Bank A/c **8894 at PhonePe on 04-07-25. Ref 2QC1IYYO4UDO.",4610.69
AD-SBIUPI-S,State Bank of India,"ATM cash purchase: Rs.60.12 from A/c xxxx6257 on 11-Jul-2025. Ref 685303752969. Avl bal: Rs. 5,5,090.56.",60.12
AD-INDUSB-T,IndusInd Bank,"Txn alert: Rs.3,681.10 debited on Card linked to IndusInd Bank A/c XX*9808 at Myntra on 29-07-25. Ref 235252643249.",3681.1
AD-KOTAKB,Kotak Mahindra Bank,"Tx Alert: ₹3,9,892.91 debited from Kotak Mahindra Bank A/c xxxx5247 via IMPS on 01-07-25. Ref 8MWOB4FDD7R193.",39892.91
BP-KOTAKUPI-T,Kotak Mahindra Bank,"KOTAK Alert: Rs.9,496.11 CR to your Kotak Mahindra Bank A/c xxxx7456 on 25-08-25. Ref NQI7NL7OLKY5VTM.",9496.11
AD-INDUSB-I,IndusInd Bank,"INR3,936.43 DR from IndusInd Bank A/c XX*5764 via CHEQUE on 24-07-25. Ref I5WLLDAAE16.",3936.43
VK-BOBUPI-T,Bank of Baroda,Rs.831.61 received to your Bank of Baroda A/c xxxx8939 on 17/08/2025. Ref 302965432532.,831.61
AD-YESBNK-I,YES Bank,"Rs.3,839.87 added to your YES Bank A/c XX*5919 on 25-Jun-2025. Ref 920334877019.",3839.87
JD-IDFCFB-T,IDFC FIRST Bank,"IDFC Alert: Rs.90.13 received to your IDFC FIRST Bank A/c **5067 on 22-Jul-2025. Ref XF3HOIROAGI7LS. Bal Rs. 19,1,251.58.",90.13
AD-SBIUPI-S,State Bank of India,"₹320.18 CR to your State Bank of India A/c XX2922 on 28-Jun-2025. Ref 173RIH83J0NPH. Avail bal ₹8,2,000.56.",320.18
VK-YESUPI-I,YES Bank,Added alert! INR54.80 added to your YES Bank A/c **2748 on 16-Aug-2025 via UPI from VPA phonepe@ibl (Ref T4SAYMWR03).,54.8
VK-INDUSUPI-I,IndusInd Bank,Tx Alert: ₹239.30 received to IndusInd Bank A/c XX*3138 on 17-Aug-2025 via IMPS. Ref 613899475591.,239.3
VM-IDFCUPI-T,IDFC FIRST Bank,"Rs.6,984.00 debited from IDFC FIRST Bank A/c XX*4958 via NETBANK on 17-Jun-2025. Ref 850306684083. Bal Rs. 13,9,928.41.",6984
BP-KOTAKUPI,Kotak Mahindra Bank,"Dear Customer, Rs.1,598.93 received to your Kotak Mahindra Bank A/c XX9870 on 19/08/2025. Ref 554838863632.",1598.93
BZ-BOBMSG-T,Bank of Baroda,"Tx Alert: INR2,2,000.13 paid from Bank of Baroda A/c XX1451 via IMPS on 16/08/2025. Ref WBC1JLIDIGGN92F. Avail bal INR4,3,707.38.",22000.13
AD-SBIUPI-S,State Bank of India,"Dear Customer, Rs.719.07 credited to State Bank of India A/c XX1909 on 12/06/2025 via IMPS. Ref 519198650113.",719.07
VK-KOTAKB-T,Kotak Mahindra Bank,"INR4,802.34 spent from Kotak Mahindra Bank A/c **2346 via NETBANK on 03/06/2025. Ref 3IF9AIZH5P3FK.",4802.34
VK-AXISUPI-I,Axis Bank,"Tx Alert: Txn alert: INR403.64 DR on Card linked to Axis Bank A/c XX6902 at Myntra on 26/08/2025. Ref 316181843819. Avail bal INR12,1,004.79.",403.64
AD-AXISBK-T,Axis Bank,"Rs.1,0,578.48 debited from Axis Bank A/c XX8999 via CHEQUE on 23-Jul-2025. Ref 539317709488. Bal Rs. 16,9,044.71.",10578.48
BZ-BOBMSG-I,Bank of Baroda,"Rs.2,392.83 DR from Bank of Baroda A/c XX5607 via IMPS on 04/08/2025. Ref SSSLSLV3N1UHYGSW.",2392.83
BZ-HDFCBK-T,HDFC Bank,"HDFC Alert: INR355.78 purchase from HDFC Bank A/c **2889 via NETBANK on 14/06/2025. Ref 139794875013. Avl bal: INR 19,6,855.05.",355.78
BZ-BOBMSG-I,Bank of Baroda,"₹4,249.35 credited to Bank of Baroda A/c XX*9755 on 11-07-25 via IMPS. Ref 356733952904.",4249.35
AD-ICICIB-I,ICICI Bank,"INR3,349.58 credited to your ICICI Bank A/c xxxx4943 on 17/07/2025. Ref 382370813903.",3349.58
AD-INDUSB-I,IndusInd Bank,"INR4,043.29 DR from IndusInd Bank A/c XX*6639 via UPI to Ola (ola@kotak) on 04/06/2025. Ref LPG7GVLHWXP.",4043.29
VM-HDFCBK,HDFC Bank,"Credited alert! ₹1,915.33 credited to your HDFC Bank A/c XX9431 on 01/07/2025 via UPI from VPA swiggy@ibl (Ref QBSWRPBJEK5RBW).",1915.33
BZ-BOBMSG-S,Bank of Baroda,Rs.536.35 credited to Bank of Baroda A/c xxxx5676 on 25-Jul-2025 via IMPS. Ref 579535810823.,536.35
AD-SBIUPI-I,State Bank of India,"₹4,0,428.74 spent from State Bank of India A/c XX2270 via CHEQUE on 16-07-25. Ref YYM33MG1ZAQ7QHAK.",40428.74
AD-HDFCBK-S,HDFC Bank,"Dear Customer, ₹2,1,652.39 spent from HDFC Bank A/c XX6314 via NETBANK on 07/07/2025. Ref FWYJXRPJ1EP. Avl bal: ₹ 7,9,355.05.",21652.39
VM-IDFCUPI-S,IDFC FIRST Bank,"Rs.6,378.57 CR to your IDFC FIRST Bank A/c xxxx8024 on 12/08/2025. Ref 185228871277. Avail bal Rs.18,8,681.97.",6378.57
VK-PNBUPI,Punjab National Bank,Txn alert: ₹117.16 paid on Card linked to Punjab National Bank A/c xxxx7685 at Google Play Store on 17/07/2025. Ref UN5A8XAEJGNZFZU.,117.16
VK-PNBUPI,Punjab National Bank,"₹4,549.52 purchase from Punjab National Bank A/c XX*4568 via NEFT on 04-06-25. Ref 226633014977. Bal ₹ 8,8,693.15.",4549.52
VK-YESUPI-S,YES Bank,"₹3,110.95 received to your YES Bank A/c xxxx5791 on 19/06/2025. Ref 6YO8DJE7XQTY6M79.",3110.95
VK-PNBUPI-S,Punjab National Bank,"INR3,7,796.01 CR to your Punjab National Bank A/c XX6524 on 10-07-25. Ref 897846692568.",37796.01
AD-IDFCFB-I,IDFC FIRST Bank,"Tx Alert: INR1,9,051.63 CR to your IDFC FIRST Bank A/c **6361 on 12/08/2025. Ref 257392769056.",19051.63
BP-YESBNK-I,YES Bank,"₹2,266.85 received to your YES Bank A/c XX*1472 on 30-Jul-2025. Ref Y1HEND7H10KYHVK.",2266.85
AX-AXISBK-T,Axis Bank,"AXIS Alert: INR4,9,791.17 DR from Axis Bank A/c **4156 via NEFT on 21-06-25. Ref 763621527722. Avail bal INR19,2,821.53.",49791.17
VM-HDFCBK-T,HDFC Bank,"₹103.99 added to your HDFC Bank A/c xxxx7229 on 16/07/2025. Ref 838018636669. Avl bal: ₹ 9,2,220.97.",103.99
MD-PNBSMS-T,Punjab National Bank,"Txn alert: INR3,502.85 purchase on Card linked to Punjab National Bank A/c xxxx6785 at VI Prepaid on 02-Aug-2025. Ref KP555N2R9LM86.",3502.85
VK-AXISUPI-T,Axis Bank,"AXIS Alert: ₹476.35 CR to your Axis Bank A/c XX2302 on 01-Aug-2025. Ref FC0TR58PS0. Avl bal: ₹ 12,3,449.18.",476.35
MD-PNBSMS-S,Punjab National Bank,"Added alert! Rs.2,819.47 added to your Punjab National Bank A/c XX*3928 on 01/06/2025 via UPI from VPA tatasky@okhdfcbank (Ref V3HLW3ZFES7P8).",2819.47
VM-INDUSB-T,IndusInd Bank,"Tx Alert: Rs.2,0,640.14 spent from IndusInd Bank A/c **1553 via NETBANK on 30-07-25. Ref AILHHVNJPG. Avail bal Rs.13,9,341.11.",20640.14
VK-AXISUPI-S,Axis Bank,"Dear Customer, INR3,1,982.52 credited to Axis Bank A/c xxxx7967 on 20-Jul-2025 via IMPS. Ref K3MD6X73ZCA7FXL. Bal INR 8,5,776.91.",31982.52
VK-ICICIB-S,ICICI Bank,"ICICI Alert: ₹481.50 purchase from ICICI Bank A/c **7322 via NEFT on 06-Aug-2025. Ref 126984545072. Avail bal ₹5,9,638.58.",481.5
VM-ICICIB,ICICI Bank,"ATM cash DR: ₹3,282.10 from A/c XX*1635 on 30/06/2025. Ref YBRJNM2L44Y9.",3282.1
VM-IDFCUPI-T,IDFC FIRST Bank,Rs.272.70 DR from IDFC FIRST Bank A/c XX*8151 via CHEQUE on 20/08/2025. Ref 4ESH9BXLSOG.,272.7
VK-YESUPI,YES Bank,ATM cash DR: ₹233.09 from A/c xxxx2524 on 11-Jun-2025. Ref VDE91LEUUCBL11.,233.09
AD-ICICIB-T,ICICI Bank,"₹6,325.97 spent from ICICI Bank A/c xxxx5590 via NETBANK on 24-08-25. Ref 533350068253. Avail bal ₹13,5,759.98.",6325.97
AD-SBIUPI-I,State Bank of India,"INR2,1,328.48 added to your State Bank of India A/c xxxx2999 on 22-08-25. Ref A877K71K4FPL3.",21328.48
VK-BOBUPI-S,Bank of Baroda,ATM cash purchase: ₹97.71 from A/c XX*3757 on 10-Aug-2025. Ref 497897903730.,97.71
